new_rank,player_name_raw,player_name_key,season,league,team,source,recommendation_score,score_component_pathway,score_component_performance,score_component_context,score_component_completeness,reason_summary,games,minutes_per_game,points_per_36,usage_proxy,ts_pct,fg_pct,three_pct,ft_pct,height,weight,age,official_player_url,official_stats_url,youtube_search_url,google_video_search_url,video_search_query,data_quality_warning,basketball_reference_search_url,league_official_search_url,rank,score,recommendation_season
33,Teddy Allen,teddyallen,2025-2026,G League,TOT,pasted_stats_table,1.9238185919488202,1.0,0.7473854789063914,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,26,27.884615384615383,25.8,0.6838888888888889,0.5994423791821561,0.45,0.373,0.8,,,,,,https://www.youtube.com/results?search_query=Teddy+Allen+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Teddy+Allen+G+League+basketball+highlights,Teddy Allen G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Teddy+Allen%22+basketball,https://www.google.com/search?q=%22Teddy+Allen%22+%22G+League%22+official+basketball+stats,33,1.9238185919488202,2025-2026
34,Keylan Boone,keylanboone,2025-2026,G League,SBL,pasted_stats_table,1.9227425070915567,1.0,0.6135922505884482,0.0,0.444,common CBA source league/pathway; strong scoring per 36; efficient scoring profile; data warning: low_performance_stat_coverage,1,7.0,30.9,0.4277777777777778,1.0032467532467533,0.667,1.0,,,,25.0,,,https://www.youtube.com/results?search_query=Keylan+Boone+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Keylan+Boone+G+League+basketball+highlights,Keylan Boone G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Keylan+Boone%22+basketball,https://www.google.com/search?q=%22Keylan+Boone%22+%22G+League%22+official+basketball+stats,34,1.9227425070915567,2025-2026
35,DaQuan Jeffries,daquanjeffries,2025-2026,G League,STO,pasted_stats_table,1.9216747465145756,1.0,0.8713656527249684,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,28,33.357142857142854,25.4,0.5833333333333335,0.6791443850267378,0.518,0.438,0.831,,,28.0,,,https://www.youtube.com/results?search_query=DaQuan+Jeffries+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=DaQuan+Jeffries+G+League+basketball+highlights,DaQuan Jeffries G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22DaQuan+Jeffries%22+basketball,https://www.google.com/search?q=%22DaQuan+Jeffries%22+%22G+League%22+official+basketball+stats,35,1.9216747465145756,2025-2026
36,Vernon Carey Jr.,vernoncarey,2025-2026,G League,RGV,pasted_stats_table,1.9192726477156132,1.0,0.7072017019735651,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,4,14.5,27.9,0.5378888888888889,0.7434448944787891,0.571,0.5,0.8,,,24.0,,,https://www.youtube.com/results?search_query=Vernon+Carey+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Vernon+Carey+Jr.+G+League+basketball+highlights,Vernon Carey Jr. G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Vernon+Carey+Jr.%22+basketball,https://www.google.com/search?q=%22Vernon+Carey+Jr.%22+%22G+League%22+official+basketball+stats,36,1.9192726477156132,2025-2026
37,Keyontae Johnson,keyontaejohnson,2025-2026,G League,GBO,pasted_stats_table,1.9175961434003261,1.0,0.8073845736013037,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,21,29.428571428571427,25.5,0.623,0.6495822294681067,0.547,0.373,0.766,,,25.0,,,https://www.youtube.com/results?search_query=Keyontae+Johnson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Keyontae+Johnson+G+League+basketball+highlights,Keyontae Johnson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Keyontae+Johnson%22+basketball,https://www.google.com/search?q=%22Keyontae+Johnson%22+%22G+League%22+official+basketball+stats,37,1.9175961434003261,2025-2026
38,Jameer Nelson Jr.,jameernelson,2025-2026,G League,STO,pasted_stats_table,1.9171719928782667,1.0,0.7335768604019555,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,11,27.90909090909091,25.7,0.679111111111111,0.5908589295567409,0.465,0.362,0.583,,,,,,https://www.youtube.com/results?search_query=Jameer+Nelson+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jameer+Nelson+Jr.+G+League+basketball+highlights,Jameer Nelson Jr. G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jameer+Nelson+Jr.%22+basketball,https://www.google.com/search?q=%22Jameer+Nelson+Jr.%22+%22G+League%22+official+basketball+stats,38,1.9171719928782667,2025-2026
39,Wendell Moore Jr.,wendellmoore,2025-2026,G League,MCC,pasted_stats_table,1.9131494055163256,1.0,0.8164865109541916,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,22,27.818181818181817,25.6,0.5881111111111111,0.6929406669553919,0.538,0.419,0.815,,,,,,https://www.youtube.com/results?search_query=Wendell+Moore+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Wendell+Moore+Jr.+G+League+basketball+highlights,Wendell Moore Jr. G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Wendell+Moore+Jr.%22+basketball,https://www.google.com/search?q=%22Wendell+Moore+Jr.%22+%22G+League%22+official+basketball+stats,39,1.9131494055163256,2025-2026
40,Johni Broome,johnibroome,2025-2026,G League,DEL,pasted_stats_table,1.9127568501418313,1.0,0.7934718450117689,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,18,33.166666666666664,24.9,0.6655555555555556,0.5939885496183206,0.464,0.309,0.687,,,23.0,,,https://www.youtube.com/results?search_query=Johni+Broome+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Johni+Broome+G+League+basketball+highlights,Johni Broome G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Johni+Broome%22+basketball,https://www.google.com/search?q=%22Johni+Broome%22+%22G+League%22+official+basketball+stats,40,1.9127568501418313,2025-2026
41,Ariel Hukporti,arielhukporti,2025-2026,G League,WES,pasted_stats_table,1.9125372759369907,1.0,0.7681491037479631,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,6,26.666666666666668,25.4,0.6499999999999999,0.635,0.571,0.381,0.455,,,,,,https://www.youtube.com/results?search_query=Ariel+Hukporti+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ariel+Hukporti+G+League+basketball+highlights,Ariel Hukporti G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Ariel+Hukporti%22+basketball,https://www.google.com/search?q=%22Ariel+Hukporti%22+%22G+League%22+official+basketball+stats,41,1.9125372759369907,2025-2026
42,Killian Hayes,killianhayes,2025-2026,G League,CLC,pasted_stats_table,1.9039317928058423,1.0,0.7822827267789245,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,19,32.89473684210526,24.5,0.6734444444444445,0.5848930481283422,0.474,0.318,0.804,,,,,,https://www.youtube.com/results?search_query=Killian+Hayes+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Killian+Hayes+G+League+basketball+highlights,Killian Hayes G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Killian+Hayes%22+basketball,https://www.google.com/search?q=%22Killian+Hayes%22+%22G+League%22+official+basketball+stats,42,1.9039317928058423,2025-2026
43,Devin Carter,devincarter,2025-2026,G League,STO,pasted_stats_table,1.90059950057336,1.0,0.7579535578489951,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy,2,35.0,24.2,0.7084444444444444,0.5400821281913943,0.425,0.278,0.625,,,23.0,,,https://www.youtube.com/results?search_query=Devin+Carter+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Devin+Carter+G+League+basketball+highlights,Devin Carter G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Devin+Carter%22+basketball,https://www.google.com/search?q=%22Devin+Carter%22+%22G+League%22+official+basketball+stats,43,1.90059950057336,2025-2026
44,Jules Bernard,julesbernard,2025-2026,G League,IWA,pasted_stats_table,1.8996085687126563,1.0,0.8184342748506247,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,32,35.4375,24.0,0.66,0.5982053838484546,0.427,0.358,0.824,,,,,,https://www.youtube.com/results?search_query=Jules+Bernard+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jules+Bernard+G+League+basketball+highlights,Jules Bernard G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jules+Bernard%22+basketball,https://www.google.com/search?q=%22Jules+Bernard%22+%22G+League%22+official+basketball+stats,44,1.8996085687126563,2025-2026
45,RayJ Dennis,rayjdennis,2025-2026,G League,CPS,pasted_stats_table,1.8982989392842053,1.0,0.8050846460257106,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,31,36.2258064516129,24.0,0.6681111111111111,0.5810575246949448,0.446,0.369,0.75,,,,,,https://www.youtube.com/results?search_query=RayJ+Dennis+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=RayJ+Dennis+G+League+basketball+highlights,RayJ Dennis G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22RayJ+Dennis%22+basketball,https://www.google.com/search?q=%22RayJ+Dennis%22+%22G+League%22+official+basketball+stats,45,1.8982989392842053,2025-2026
46,Josh Christopher,joshchristopher,2025-2026,G League,SXF,pasted_stats_table,1.897922717122337,1.0,0.8282464240449031,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,31,33.645161290322584,24.4,0.6114444444444445,0.6220681215582295,0.494,0.34,0.824,,,24.0,,,https://www.youtube.com/results?search_query=Josh+Christopher+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Josh+Christopher+G+League+basketball+highlights,Josh Christopher G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Josh+Christopher%22+basketball,https://www.google.com/search?q=%22Josh+Christopher%22+%22G+League%22+official+basketball+stats,46,1.897922717122337,2025-2026
47,Asa Newell,asanewell,2025-2026,G League,CPS,pasted_stats_table,1.8936885675055828,1.0,0.8518653811334419,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,12,33.416666666666664,24.5,0.5628888888888889,0.6707183530442401,0.569,0.339,0.714,,,20.0,,,https://www.youtube.com/results?search_query=Asa+Newell+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Asa+Newell+G+League+basketball+highlights,Asa Newell G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Asa+Newell%22+basketball,https://www.google.com/search?q=%22Asa+Newell%22+%22G+League%22+official+basketball+stats,47,1.8936885675055828,2025-2026
48,Nick Smith Jr.,nicksmith,2025-2026,G League,SBL,pasted_stats_table,1.8930290150280644,1.0,0.7631160601122579,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,15,28.8,24.7,0.6329999999999999,0.6147949024293111,0.511,0.353,0.636,,,21.0,,,https://www.youtube.com/results?search_query=Nick+Smith+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Nick+Smith+Jr.+G+League+basketball+highlights,Nick Smith Jr. G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Nick+Smith+Jr.%22+basketball,https://www.google.com/search?q=%22Nick+Smith+Jr.%22+%22G+League%22+official+basketball+stats,48,1.8930290150280644,2025-2026
49,Dalen Terry,dalenterry,2025-2026,G League,DEL,pasted_stats_table,1.892685828957692,1.0,0.8445210936085461,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,3,30.666666666666668,23.9,0.6142222222222222,0.6863082931311739,0.571,0.467,0.5,,,23.0,,,https://www.youtube.com/results?search_query=Dalen+Terry+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Dalen+Terry+G+League+basketball+highlights,Dalen Terry G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Dalen+Terry%22+basketball,https://www.google.com/search?q=%22Dalen+Terry%22+%22G+League%22+official+basketball+stats,49,1.892685828957692,2025-2026
50,Charles Bassey,charlesbassey,2025-2026,G League,TOT,pasted_stats_table,1.8912638134467983,1.0,0.8286108093427484,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,20,29.9,24.6,0.5684444444444445,0.6963315217391304,0.613,0.435,0.654,,,25.0,,,https://www.youtube.com/results?search_query=Charles+Bassey+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Charles+Bassey+G+League+basketball+highlights,Charles Bassey G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Charles+Bassey%22+basketball,https://www.google.com/search?q=%22Charles+Bassey%22+%22G+League%22+official+basketball+stats,50,1.8912638134467983,2025-2026
51,Miles Kelly,mileskelly,2025-2026,G League,TEX,pasted_stats_table,1.8873039939042793,1.0,0.8156604200615608,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,21,32.76190476190476,24.2,0.5975555555555556,0.626553438276719,0.451,0.397,0.886,,,,,,https://www.youtube.com/results?search_query=Miles+Kelly+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Miles+Kelly+G+League+basketball+highlights,Miles Kelly G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Miles+Kelly%22+basketball,https://www.google.com/search?q=%22Miles+Kelly%22+%22G+League%22+official+basketball+stats,51,1.8873039939042793,2025-2026
52,Chris Youngblood,chrisyoungblood,2025-2026,G League,TOT,pasted_stats_table,1.8869080964451688,1.0,0.8425212746695637,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,17,34.705882352941174,23.7,0.6091111111111112,0.6293817718291905,0.457,0.327,0.867,,,,,,https://www.youtube.com/results?search_query=Chris+Youngblood+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Chris+Youngblood+G+League+basketball+highlights,Chris Youngblood G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Chris+Youngblood%22+basketball,https://www.google.com/search?q=%22Chris+Youngblood%22+%22G+League%22+official+basketball+stats,52,1.8869080964451688,2025-2026
53,Donovan Williams,donovanwilliams,2025-2026,G League,TOT,pasted_stats_table,1.885430155712475,1.0,0.7907206228499004,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,26,30.46153846153846,24.4,0.599,0.6333056478405316,0.505,0.327,0.794,,,,,,https://www.youtube.com/results?search_query=Donovan+Williams+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Donovan+Williams+G+League+basketball+highlights,Donovan Williams G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Donovan+Williams%22+basketball,https://www.google.com/search?q=%22Donovan+Williams%22+%22G+League%22+official+basketball+stats,53,1.885430155712475,2025-2026
54,Pacome Dadiet,pacomedadiet,2025-2026,G League,WES,pasted_stats_table,1.8842980038022814,1.0,0.8475253485424589,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,15,35.13333333333333,23.7,0.5936666666666667,0.6380572905449063,0.466,0.324,0.691,,,20.0,,,https://www.youtube.com/results?search_query=Pacome+Dadiet+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Pacome+Dadiet+G+League+basketball+highlights,Pacome Dadiet G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Pacome+Dadiet%22+basketball,https://www.google.com/search?q=%22Pacome+Dadiet%22+%22G+League%22+official+basketball+stats,54,1.8842980038022814,2025-2026
55,Tristan Enaruna,tristanenaruna,2025-2026,G League,CLC,pasted_stats_table,1.8814305857323919,1.0,0.8300556762629006,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,24,31.25,24.8,0.5116666666666666,0.7328605200945627,0.575,0.423,0.794,,,,,,https://www.youtube.com/results?search_query=Tristan+Enaruna+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tristan+Enaruna+G+League+basketball+highlights,Tristan Enaruna G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Tristan+Enaruna%22+basketball,https://www.google.com/search?q=%22Tristan+Enaruna%22+%22G+League%22+official+basketball+stats,55,1.8814305857323919,2025-2026
56,MarJon Beauchamp,marjonbeauchamp,2025-2026,G League,DEL,pasted_stats_table,1.880104366588207,1.0,0.8329730219083832,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,19,38.42105263157895,23.6,0.5994444444444444,0.612033195020747,0.481,0.354,0.75,,,25.0,,,https://www.youtube.com/results?search_query=MarJon+Beauchamp+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=MarJon+Beauchamp+G+League+basketball+highlights,MarJon Beauchamp G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22MarJon+Beauchamp%22+basketball,https://www.google.com/search?q=%22MarJon+Beauchamp%22+%22G+League%22+official+basketball+stats,56,1.880104366588207,2025-2026
57,Tolu Smith III,tolusmith,2025-2026,G League,MCC,pasted_stats_table,1.8797904429959562,1.0,0.8241173275393807,0.0,0.444,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile; data warning: low_performance_stat_coverage,15,28.866666666666667,24.4,0.5654444444444445,0.7368929693162599,0.642,,0.661,,,,,,https://www.youtube.com/results?search_query=Tolu+Smith+III+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tolu+Smith+III+G+League+basketball+highlights,Tolu Smith III G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Tolu+Smith+III%22+basketball,https://www.google.com/search?q=%22Tolu+Smith+III%22+%22G+League%22+official+basketball+stats,57,1.8797904429959562,2025-2026
58,DeJon Jarreau,dejonjarreau,2025-2026,G League,MHU,pasted_stats_table,1.876843940491279,1.0,0.6541535397428933,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy,19,22.68421052631579,24.3,0.7092222222222223,0.5669092945128779,0.459,0.273,0.714,,,28.0,,,https://www.youtube.com/results?search_query=DeJon+Jarreau+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=DeJon+Jarreau+G+League+basketball+highlights,DeJon Jarreau G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22DeJon+Jarreau%22+basketball,https://www.google.com/search?q=%22DeJon+Jarreau%22+%22G+League%22+official+basketball+stats,58,1.876843940491279,2025-2026
59,Gregory Jackson II,gregoryjackson,2025-2026,G League,MHU,pasted_stats_table,1.875580987084314,1.0,0.7975461705594785,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,2,33.5,23.6,0.6167777777777778,0.6050041017227236,0.514,0.333,0.333,,,21.0,,,https://www.youtube.com/results?search_query=Gregory+Jackson+II+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Gregory+Jackson+II+G+League+basketball+highlights,Gregory Jackson II G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Gregory+Jackson+II%22+basketball,https://www.google.com/search?q=%22Gregory+Jackson+II%22+%22G+League%22+official+basketball+stats,59,1.875580987084314,2025-2026
60,Cormac Ryan,cormacryan,2025-2026,G League,WIS,pasted_stats_table,1.8748288143521035,1.0,0.8468708129639689,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,25,33.64,23.6,0.5644444444444444,0.6696935300794552,0.493,0.441,0.87,,,,,,https://www.youtube.com/results?search_query=Cormac+Ryan+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Cormac+Ryan+G+League+basketball+highlights,Cormac Ryan G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Cormac+Ryan%22+basketball,https://www.google.com/search?q=%22Cormac+Ryan%22+%22G+League%22+official+basketball+stats,60,1.8748288143521035,2025-2026
